Target_Cell_Type,Rank,Cell_Name,VT,Delay_Raw,Power_Raw,Delay_Norm,Power_Norm,Avg_Norm_Score,,,,,,,,,,,,,,,,,,
NOR3,5,NOR3x1_ASAP7_75t_SL,SLVT,67.323,6.0338,0.121,0.4763,0.2986,,,,,,,,,,,,,,,,,,
NOR3,6,NOR3xp33_ASAP7_75t_SL,SLVT,183.219,2.4305,0.6023,0.1669,0.3846,,,,,,,,,,,,,,,,,,
NOR3,7,NOR3xp33_ASAP7_75t_L,LVT,220.083,0.6757,0.7554,0.0162,0.3858,,,,,,,,,,,,,,,,,,
NOR3,8,NOR3x2_ASAP7_75t_SL,SLVT,38.189,12.1333,0,1,0.5,,,,,,,,,,,,,,,,,,
NOR3,9,NOR3xp33_ASAP7_75t_R,RVT,278.99,0.4871,1,0,0.5,,,,,,,,,,,,,,,,,,
NOR4,1,NOR4xp75_ASAP7_75t_L,LVT,106.449,2.7928,0.0636,0.3223,0.193,,,,,,,,,,,,,,,,,,
NOR4,2,NOR4xp75_ASAP7_75t_R,RVT,135.174,2.29,0.1655,0.2405,0.203,,,,,,,,,,,,,,,,,,
NOR4,3,NOR4xp25_ASAP7_75t_L,LVT,290.343,0.9769,0.7157,0.0266,0.3711,,,,,,,,,,,,,,,,,,
NOR4,4,NOR4xp25_ASAP7_75t_SL,SLVT,240.367,2.3638,0.5384,0.2525,0.3955,,,,,,,,,,,,,,,,,,
NOR4,5,NOR4xp75_ASAP7_75t_SL,SLVT,88.51,6.9541,0,1,0.5,,,,,,,,,,,,,,,,,,
NOR4,6,NOR4xp25_ASAP7_75t_R,RVT,370.536,0.8133,1,0,0.5,,,,,,,,,,,,,,,,,,
OR2,1,OR2x6_ASAP7_75t_L,LVT,36.058,5.0721,0.1404,0.1722,0.1563,,,,,,,,,,,,,,,,,,
OR2,2,OR2x6_ASAP7_75t_R,RVT,44.666,3.1507,0.3727,0.0862,0.2295,,,,,,,,,,,,,,,,,,
OR2,3,OR2x4_ASAP7_75t_L,LVT,46.278,3.3232,0.4162,0.0939,0.2551,,,,,,,,,,,,,,,,,,
OR2,4,OR2x2_ASAP7_75t_L,LVT,56.04,1.9309,0.6796,0.0316,0.3556,,,,,,,,,,,,,,,,,,
OR2,5,OR2x4_ASAP7_75t_R,RVT,58.252,2.1079,0.7394,0.0395,0.3894,,,,,,,,,,,,,,,,,,
OR2,6,OR2x2_ASAP7_75t_SL,SLVT,48.46,8.7451,0.4751,0.3365,0.4058,,,,,,,,,,,,,,,,,,
OR2,7,OR2x4_ASAP7_75t_SL,SLVT,38.827,14.9542,0.2151,0.6144,0.4148,,,,,,,,,,,,,,,,,,
OR2,8,OR2x6_ASAP7_75t_SL,SLVT,30.854,23.5699,0,1,0.5,,,,,,,,,,,,,,,,,,
OR2,9,OR2x2_ASAP7_75t_R,RVT,67.911,1.2248,1,0,0.5,,,,,,,,,,,,,,,,,,
OR3,1,OR3x2_ASAP7_75t_L,LVT,63.246,2.7321,0.2333,0.0907,0.162,,,,,,,,,,,,,,,,,,
OR3,2,OR3x4_ASAP7_75t_L,LVT,59.325,4.6378,0.1635,0.2156,0.1895,,,,,,,,,,,,,,,,,,
OR3,3,OR3x2_ASAP7_75t_R,RVT,77.958,1.9873,0.4953,0.0418,0.2686,,,,,,,,,,,,,,,,,,
OR3,4,OR3x4_ASAP7_75t_R,RVT,75.171,3.2947,0.4457,0.1275,0.2866,,,,,,,,,,,,,,,,,,
OR3,5,OR3x2_ASAP7_75t_SL,SLVT,54.713,9.5871,0.0813,0.5401,0.3107,,,,,,,,,,,,,,,,,,
OR3,6,OR3x1_ASAP7_75t_L,LVT,87.652,1.8299,0.6679,0.0315,0.3497,,,,,,,,,,,,,,,,,,
OR3,7,OR3x1_ASAP7_75t_SL,SLVT,77.068,6.3089,0.4794,0.3252,0.4023,,,,,,,,,,,,,,,,,,
OR3,8,OR3x4_ASAP7_75t_SL,SLVT,50.146,16.6011,0,1,0.5,,,,,,,,,,,,,,,,,,
OR3,9,OR3x1_ASAP7_75t_R,RVT,106.299,1.3495,1,0,0.5,,,,,,,,,,,,,,,,,,
OR4,1,OR4x2_ASAP7_75t_L,LVT,70.898,3.4446,0.1893,0.1949,0.1921,,,,,,,,,,,,,,,,,,
OR4,2,OR4x2_ASAP7_75t_R,RVT,88.448,2.7002,0.5193,0.1024,0.3108,,,,,,,,,,,,,,,,,,
OR4,3,OR4x1_ASAP7_75t_L,LVT,93.632,2.3344,0.6167,0.0569,0.3368,,,,,,,,,,,,,,,,,,
OR4,4,OR4x1_ASAP7_75t_SL,SLVT,82.128,6.357,0.4005,0.5569,0.4787,,,,,,,,,,,,,,,,,,
OR4,5,OR4x2_ASAP7_75t_SL,SLVT,60.828,9.922,0,1,0.5,,,,,,,,,,,,,,,,,,
OR4,6,OR4x1_ASAP7_75t_R,RVT,114.017,1.8765,1,0,0.5,,,,,,,,,,,,,,,,,,
OR5,1,OR5x2_ASAP7_75t_L,LVT,77.756,4.1652,0.2097,0.2191,0.2144,,,,,,,,,,,,,,,,,,
OR5,2,OR5x1_ASAP7_75t_L,LVT,99.333,2.87,0.5948,0.054,0.3244,,,,,,,,,,,,,,,,,,
OR5,3,OR5x2_ASAP7_75t_R,RVT,98.093,3.4385,0.5727,0.1265,0.3496,,,,,,,,,,,,,,,,,,
OR5,4,OR5x1_ASAP7_75t_SL,SLVT,86.473,6.4053,0.3653,0.5046,0.4349,,,,,,,,,,,,,,,,,,
OR5,5,OR5x2_ASAP7_75t_SL,SLVT,66.008,10.2922,0,1,0.5,,,,,,,,,,,,,,,,,,
OR5,6,OR5x1_ASAP7_75t_R,RVT,122.037,2.446,1,0,0.5,,,,,,,,,,,,,,,,,,
XNOR2,1,XNOR2x2_ASAP7_75t_L,LVT,57.577,4.3619,0.0799,0.2211,0.1505,,,,,,,,,,,,,,,,,,
XNOR2,2,XNOR2x1_ASAP7_75t_L,LVT,69.407,3.1617,0.1938,0.136,0.1649,,,,,,,,,,,,,,,,,,
XNOR2,3,XNOR2x2_ASAP7_75t_R,RVT,70.882,3.1952,0.208,0.1384,0.1732,,,,,,,,,,,,,,,,,,
XNOR2,4,XNOR2x1_ASAP7_75t_R,RVT,86.018,2.0565,0.3538,0.0577,0.2057,,,,,,,,,,,,,,,,,,
XNOR2,5,XNOR2xp5_ASAP7_75t_L,LVT,124.041,1.8983,0.7199,0.0465,0.3832,,,,,,,,,,,,,,,,,,
XNOR2,6,XNOR2x1_ASAP7_75t_SL,SLVT,59.471,13.8314,0.0981,0.8923,0.4952,,,,,,,,,,,,,,,,,,
XNOR2,7,XNOR2x2_ASAP7_75t_SL,SLVT,49.283,15.3505,0,1,0.5,,,,,,,,,,,,,,,,,,
XNOR2,8,XNOR2xp5_ASAP7_75t_R,RVT,153.122,1.2426,1,0,0.5,,,,,,,,,,,,,,,,,,
XNOR2,9,XNOR2xp5_ASAP7_75t_SL,SLVT,107.197,8.1184,0.5577,0.4874,0.5225,,,,,,,,,,,,,,,,,,
XOR2,1,XOR2x2_ASAP7_75t_L,LVT,57.31,4.3663,0.0496,0.22,0.1348,,,,,,,,,,,,,,,,,,
XOR2,2,XOR2x2_ASAP7_75t_R,RVT,70.868,3.1924,0.1403,0.1372,0.1388,,,,,,,,,,,,,,,,,,
XOR2,3,XOR2x1_ASAP7_75t_L,LVT,87.151,3.1523,0.2493,0.1344,0.1918,,,,,,,,,,,,,,,,,,
XOR2,4,XOR2x1_ASAP7_75t_R,RVT,109.55,2.0648,0.3991,0.0577,0.2284,,,,,,,,,,,,,,,,,,
XOR2,5,XOR2xp5_ASAP7_75t_L,LVT,158.893,1.8873,0.7293,0.0452,0.3872,,,,,,,,,,,,,,,,,,
XOR2,6,XOR2x2_ASAP7_75t_SL,SLVT,49.896,15.4261,0,1,0.5,,,,,,,,,,,,,,,,,,
XOR2,7,XOR2xp5_ASAP7_75t_R,RVT,199.354,1.2472,1,0,0.5,,,,,,,,,,,,,,,,,,
XOR2,8,XOR2x1_ASAP7_75t_SL,SLVT,73.115,13.7489,0.1554,0.8817,0.5185,,,,,,,,,,,,,,,,,,
XOR2,9,XOR2xp5_ASAP7_75t_SL,SLVT,133.866,8.0488,0.5618,0.4797,0.5208,,,,,,,,,,,,,,,,,,
BUF,10,BUFx6f_ASAP7_75t_SL,SLVT,23.9763,20422.75,,,,,,,,,,,,,,,,,,,,,
