Target_Cell_Type,Rank,Cell_Name,VT,Delay_Raw,Power_Raw,Delay_Norm,Power_Norm,Avg_Norm_Score,,,,,,,,,,,,,,,,,,
OAI21,5,OAI21xp5_ASAP7_75t_SL,SLVT,126.764,4.2954,0.2764,0.4658,0.3711,,,,,,,,,,,,,,,,,,
OAI21,6,OAI21xp33_ASAP7_75t_L,LVT,222.004,0.8198,0.7308,0.0285,0.3796,,,,,,,,,,,,,,,,,,
OAI21,7,OAI21xp33_ASAP7_75t_SL,SLVT,186.715,2.9147,0.5624,0.2921,0.4273,,,,,,,,,,,,,,,,,,
OAI21,8,OAI21x1_ASAP7_75t_SL,SLVT,68.839,8.5407,0,1,0.5,,,,,,,,,,,,,,,,,,
OAI21,9,OAI21xp33_ASAP7_75t_R,RVT,278.424,0.5935,1,0,0.5,,,,,,,,,,,,,,,,,,
OAI22,1,OAI22x1_ASAP7_75t_L,LVT,80.143,5.4187,0.0611,0.3239,0.1925,,,,,,,,,,,,,,,,,,
OAI22,2,OAI22x1_ASAP7_75t_R,RVT,100.766,4.4966,0.1585,0.2464,0.2024,,,,,,,,,,,,,,,,,,
OAI22,3,OAI22xp5_ASAP7_75t_L,LVT,150.89,2.5585,0.3952,0.0836,0.2394,,,,,,,,,,,,,,,,,,
OAI22,4,OAI22xp5_ASAP7_75t_R,RVT,189.276,2.0952,0.5765,0.0447,0.3106,,,,,,,,,,,,,,,,,,
OAI22,5,OAI22xp5_ASAP7_75t_SL,SLVT,126.897,6.5407,0.2819,0.4181,0.35,,,,,,,,,,,,,,,,,,
OAI22,6,OAI22xp33_ASAP7_75t_L,LVT,222.381,1.878,0.7329,0.0265,0.3797,,,,,,,,,,,,,,,,,,
OAI22,7,OAI22xp33_ASAP7_75t_SL,SLVT,187.09,4.5364,0.5662,0.2498,0.408,,,,,,,,,,,,,,,,,,
OAI22,8,OAI22x1_ASAP7_75t_SL,SLVT,67.211,13.4698,0,1,0.5,,,,,,,,,,,,,,,,,,
OAI22,9,OAI22xp33_ASAP7_75t_R,RVT,278.934,1.5625,1,0,0.5,,,,,,,,,,,,,,,,,,
OAI31,1,OAI31xp67_ASAP7_75t_L,LVT,117.079,3.0293,0.1058,0.2679,0.1869,,,,,,,,,,,,,,,,,,
OAI31,2,OAI31xp67_ASAP7_75t_R,RVT,147.855,2.422,0.2758,0.1809,0.2284,,,,,,,,,,,,,,,,,,
OAI31,3,OAI31xp33_ASAP7_75t_L,LVT,220.178,1.429,0.6754,0.0388,0.3571,,,,,,,,,,,,,,,,,,
OAI31,4,OAI31xp33_ASAP7_75t_SL,SLVT,183.216,3.798,0.4712,0.3779,0.4246,,,,,,,,,,,,,,,,,,
OAI31,5,OAI31xp67_ASAP7_75t_SL,SLVT,97.925,8.1428,0,1,0.5,,,,,,,,,,,,,,,,,,
OAI31,6,OAI31xp33_ASAP7_75t_R,RVT,278.937,1.1581,1,0,0.5,,,,,,,,,,,,,,,,,,
DFFHQN,1,DFFHQNx3_ASAP7_75t_L,LVT,86.692,3.3202,0.1927,0.1207,0.1567,,,,,,,,,,,,,,,,,,
DFFHQN,2,DFFHQNx2_ASAP7_75t_L,LVT,90.373,2.75,0.2417,0.0879,0.1648,,,,,,,,,,,,,,,,,,
DFFHQN,3,DFFHQNx2_ASAP7_75t_R,RVT,113.219,1.4376,0.5461,0.0123,0.2792,,,,,,,,,,,,,,,,,,
DFFHQN,4,DFFHQNx3_ASAP7_75t_R,RVT,113.024,1.6922,0.5435,0.027,0.2852,,,,,,,,,,,,,,,,,,
DFFHQN,5,DFFHQNx1_ASAP7_75t_L,LVT,119.635,2.268,0.6316,0.0601,0.3459,,,,,,,,,,,,,,,,,,
DFFHQN,6,DFFHQNx2_ASAP7_75t_SL,SLVT,76.463,15.4664,0.0564,0.8199,0.4382,,,,,,,,,,,,,,,,,,
DFFHQN,7,DFFHQNx3_ASAP7_75t_SL,SLVT,72.232,18.5943,0,1,0.5,,,,,,,,,,,,,,,,,,
DFFHQN,8,DFFHQNx1_ASAP7_75t_R,RVT,147.28,1.224,1,0,0.5,,,,,,,,,,,,,,,,,,
DFFHQN,9,DFFHQNx1_ASAP7_75t_SL,SLVT,102.451,12.5596,0.4027,0.6526,0.5276,,,,,,,,,,,,,,,,,,
DFFLQN,1,DFFLQNx3_ASAP7_75t_L,LVT,89.441,3.3203,0.2068,0.1209,0.1638,,,,,,,,,,,,,,,,,,
DFFLQN,2,DFFLQNx2_ASAP7_75t_L,LVT,92.281,2.7511,0.2454,0.0882,0.1668,,,,,,,,,,,,,,,,,,
DFFLQN,3,DFFLQNx3_ASAP7_75t_R,RVT,116.195,1.6852,0.5705,0.0269,0.2987,,,,,,,,,,,,,,,,,,
DFFLQN,4,DFFLQNx2_ASAP7_75t_R,RVT,117.363,1.4322,0.5863,0.0124,0.2994,,,,,,,,,,,,,,,,,,
DFFLQN,5,DFFLQNx1_ASAP7_75t_L,LVT,120.351,2.267,0.627,0.0604,0.3437,,,,,,,,,,,,,,,,,,
DFFLQN,6,DFFLQNx2_ASAP7_75t_SL,SLVT,78.125,15.4874,0.0529,0.8202,0.4365,,,,,,,,,,,,,,,,,,
DFFLQN,7,DFFLQNx3_ASAP7_75t_SL,SLVT,74.232,18.6163,0,1,0.5,,,,,,,,,,,,,,,,,,
DFFLQN,8,DFFLQNx1_ASAP7_75t_R,RVT,147.792,1.2163,1,0,0.5,,,,,,,,,,,,,,,,,,
DFFLQN,9,DFFLQNx1_ASAP7_75t_SL,SLVT,103.197,12.5762,0.3938,0.6529,0.5233,,,,,,,,,,,,,,,,,,
DHL,1,DHLx3_ASAP7_75t_L,LVT,63.914,4.0988,0.1265,0.1483,0.1374,,,,,,,,,,,,,,,,,,
DHL,2,DHLx2_ASAP7_75t_L,LVT,72.707,3.3324,0.2417,0.0998,0.1707,,,,,,,,,,,,,,,,,,
DHL,3,DHLx3_ASAP7_75t_R,RVT,79.393,2.6812,0.3292,0.0586,0.1939,,,,,,,,,,,,,,,,,,
DHL,4,DHLx2_ASAP7_75t_R,RVT,89.785,2.1799,0.4653,0.0269,0.2461,,,,,,,,,,,,,,,,,,
DHL,5,DHLx1_ASAP7_75t_L,LVT,106.743,2.6586,0.6875,0.0572,0.3723,,,,,,,,,,,,,,,,,,
DHL,6,DHLx2_ASAP7_75t_SL,SLVT,62.074,14.3738,0.1024,0.7983,0.4504,,,,,,,,,,,,,,,,,,
DHL,7,DHLx3_ASAP7_75t_SL,SLVT,54.258,17.5616,0,1,0.5,,,,,,,,,,,,,,,,,,
DHL,8,DHLx1_ASAP7_75t_R,RVT,130.605,1.7543,1,0,0.5,,,,,,,,,,,,,,,,,,
DHL,9,DHLx1_ASAP7_75t_SL,SLVT,92.115,11.3272,0.4959,0.6056,0.5507,,,,,,,,,,,,,,,,,,
DLL,1,DLLx3_ASAP7_75t_L,LVT,68.005,4.0822,0.1572,0.1466,0.1519,,,,,,,,,,,,,,,,,,
DLL,2,DLLx2_ASAP7_75t_L,LVT,74.356,3.4333,0.2531,0.1054,0.1792,,,,,,,,,,,,,,,,,,
DLL,3,DLLx3_ASAP7_75t_R,RVT,84.894,2.6628,0.4121,0.0566,0.2343,,,,,,,,,,,,,,,,,,
DLL,4,DLLx2_ASAP7_75t_R,RVT,91.912,2.2803,0.518,0.0324,0.2752,,,,,,,,,,,,,,,,,,
DLL,5,DLLx1_ASAP7_75t_L,LVT,101.761,2.6737,0.6666,0.0573,0.3619,,,,,,,,,,,,,,,,,,
DLL,6,DLLx2_ASAP7_75t_SL,SLVT,63.593,14.4803,0.0906,0.8056,0.4481,,,,,,,,,,,,,,,,,,
DLL,7,DLLx3_ASAP7_75t_SL,SLVT,57.587,17.5474,0,1,0.5,,,,,,,,,,,,,,,,,,
DLL,8,DLLx1_ASAP7_75t_R,RVT,123.856,1.7696,1,0,0.5,,,,,,,,,,,,,,,,,,
DLL,9,DLLx1_ASAP7_75t_SL,SLVT,88.18,11.347,0.4617,0.607,0.5343,,,,,,,,,,,,,,,,,,
ICG,1,ICGx8DC_ASAP7_75t_R,RVT,28.72,3.6824,0.109,0.0491,0.079,,,,,,,,,,,,,,,,,,
ICG,2,ICGx6p67DC_ASAP7_75t_R,RVT,30.446,3.3802,0.129,0.0436,0.0863,,,,,,,,,,,,,,,,,,
ICG,3,ICGx8DC_ASAP7_75t_L,LVT,22.874,8.5461,0.041,0.137,0.089,,,,,,,,,,,,,,,,,,
ICG,4,ICGx6p67DC_ASAP7_75t_L,LVT,24.273,7.9432,0.0573,0.1261,0.0917,,,,,,,,,,,,,,,,,,
ICG,5,ICGx5p33DC_ASAP7_75t_L,LVT,26.53,7.3853,0.0835,0.116,0.0997,,,,,,,,,,,,,,,,,,
ICG,6,ICGx5p33DC_ASAP7_75t_R,RVT,33.194,3.1276,0.161,0.0391,0.1,,,,,,,,,,,,,,,,,,
ICG,7,ICGx4DC_ASAP7_75t_L,LVT,31.029,6.8038,0.1358,0.1055,0.1206,,,,,,,,,,,,,,,,,,
ICG,8,ICGx5_ASAP7_75t_L,LVT,35.026,4.3979,0.1823,0.062,0.1221,,,,,,,,,,,,,,,,,,
ICG,9,ICGx4_ASAP7_75t_L,LVT,36.677,3.9142,0.2015,0.0533,0.1274,,,,,,,,,,,,,,,,,,
ICG,10,ICGx4DC_ASAP7_75t_R,RVT,38.63,2.8453,0.2242,0.034,0.1291,,,,,,,,,,,,,,,,,,
ICG,11,ICGx5_ASAP7_75t_R,RVT,43.154,2.0214,0.2768,0.0191,0.1479,,,,,,,,,,,,,,,,,,
ICG,12,ICGx3_ASAP7_75t_L,LVT,40.971,3.4306,0.2514,0.0445,0.148,,,,,,,,,,,,,,,,,,
ICG,13,ICGx4_ASAP7_75t_R,RVT,45.184,1.7619,0.3004,0.0144,0.1574,,,,,,,,,,,,,,,,,,
ICG,14,ICGx2p67DC_ASAP7_75t_L,LVT,39.851,6.2073,0.2384,0.0947,0.1665,,,,,,,,,,,,,,,,,,
ICG,15,ICGx3_ASAP7_75t_R,RVT,50.451,1.5081,0.3616,0.0098,0.1857,,,,,,,,,,,,,,,,,,
ICG,16,ICGx2p67DC_ASAP7_75t_R,RVT,49.294,2.5438,0.3481,0.0285,0.1883,,,,,,,,,,,,,,,,,,
ICG,17,ICGx2_ASAP7_75t_L,LVT,51.187,2.9375,0.3701,0.0356,0.2029,,,,,,,,,,,,,,,,,,
ICG,18,ICGx2_ASAP7_75t_R,RVT,62.83,1.2405,0.5055,0.005,0.2552,,,,,,,,,,,,,,,,,,
ICG,19,ICGx3_ASAP7_75t_SL,SLVT,35.009,22.4386,0.1821,0.3879,0.285,,,,,,,,,,,,,,,,,,
ICG,20,ICGx4_ASAP7_75t_SL,SLVT,31.219,25.2408,0.138,0.4386,0.2883,,,,,,,,,,,,,,,,,,
ICG,21,ICGx5_ASAP7_75t_SL,SLVT,29.782,28.0635,0.1213,0.4896,0.3054,,,,,,,,,,,,,,,,,,
ICG,22,ICGx2_ASAP7_75t_SL,SLVT,44.065,19.6435,0.2873,0.3374,0.3124,,,,,,,,,,,,,,,,,,
ICG,23,ICGx1_ASAP7_75t_L,LVT,86.484,2.4353,0.7805,0.0266,0.4035,,,,,,,,,,,,,,,,,,
ICG,24,ICGx4DC_ASAP7_75t_SL,SLVT,26.399,45.3405,0.082,0.8017,0.4418,,,,,,,,,,,,,,,,,,
ICG,25,ICGx5p33DC_ASAP7_75t_SL,SLVT,22.456,48.9908,0.0361,0.8676,0.4519,,,,,,,,,,,,,,,,,,
ICG,26,ICGx2p67DC_ASAP7_75t_SL,SLVT,34.213,41.679,0.1728,0.7355,0.4542,,,,,,,,,,,,,,,,,,
ICG,27,ICGx1_ASAP7_75t_SL,SLVT,75.215,16.8385,0.6495,0.2868,0.4681,,,,,,,,,,,,,,,,,,
ICG,28,ICGx6p67DC_ASAP7_75t_SL,SLVT,20.462,52.6329,0.013,0.9334,0.4732,,,,,,,,,,,,,,,,,,
ICG,29,ICGx8DC_ASAP7_75t_SL,SLVT,19.347,56.3169,0,1,0.5,,,,,,,,,,,,,,,,,,
ICG,30,ICGx1_ASAP7_75t_R,RVT,105.368,0.9657,1,0,0.5,,,,,,,,,,,,,,,,,,
SDFH,1,SDFHx4_ASAP7_75t_L,LVT,62.294,5.4845,0.1026,0.1301,0.1163,,,,,,,,,,,,,,,,,,
SDFH,2,SDFHx4_ASAP7_75t_R,RVT,77.986,2.5862,0.2655,0.0407,0.1531,,,,,,,,,,,,,,,,,,
SDFH,3,SDFHx3_ASAP7_75t_L,LVT,86.794,3.5194,0.357,0.0695,0.2132,,,,,,,,,,,,,,,,,,
SDFH,4,SDFHx2_ASAP7_75t_L,LVT,90.593,2.9464,0.3965,0.0518,0.2241,,,,,,,,,,,,,,,,,,
SDFH,5,SDFHx2_ASAP7_75t_R,RVT,113.308,1.4668,0.6323,0.0061,0.3192,,,,,,,,,,,,,,,,,,
SDFH,6,SDFHx3_ASAP7_75t_R,RVT,113.088,1.7178,0.6301,0.0139,0.322,,,,,,,,,,,,,,,,,,
SDFH,7,SDFHx1_ASAP7_75t_L,LVT,120.768,2.4854,0.7098,0.0375,0.3737,,,,,,,,,,,,,,,,,,
SDFH,8,SDFHx2_ASAP7_75t_SL,SLVT,76.676,17.4088,0.2519,0.4981,0.375,,,,,,,,,,,,,,,,,,
SDFH,9,SDFHx3_ASAP7_75t_SL,SLVT,72.226,20.5342,0.2057,0.5945,0.4001,,,,,,,,,,,,,,,,,,
SDFH,10,SDFHx1_ASAP7_75t_SL,SLVT,103.394,14.5249,0.5294,0.4091,0.4692,,,,,,,,,,,,,,,,,,
SDFH,11,SDFHx4_ASAP7_75t_SL,SLVT,52.415,33.675,0,1,0.5,,,,,,,,,,,,,,,,,,
SDFH,12,SDFHx1_ASAP7_75t_R,RVT,148.712,1.2688,1,0,0.5,,,,,,,,,,,,,,,,,,
SDFL,1,SDFLx4_ASAP7_75t_L,LVT,62.78,5.5324,0.1096,0.131,0.1203,,,,,,,,,,,,,,,,,,
SDFL,2,SDFLx4_ASAP7_75t_R,RVT,80.306,2.6257,0.292,0.0415,0.1668,,,,,,,,,,,,,,,,,,
SDFL,3,SDFLx3_ASAP7_75t_L,LVT,89.972,3.7009,0.3927,0.0746,0.2336,,,,,,,,,,,,,,,,,,
SDFL,4,SDFLx2_ASAP7_75t_L,LVT,92.623,3.1397,0.4203,0.0573,0.2388,,,,,,,,,,,,,,,,,,
SDFL,5,SDFLx3_ASAP7_75t_R,RVT,116.875,1.7444,0.6727,0.0144,0.3435,,,,,,,,,,,,,,,,,,
SDFL,6,SDFLx2_ASAP7_75t_R,RVT,118.183,1.4937,0.6863,0.0066,0.3465,,,,,,,,,,,,,,,,,,
SDFL,7,SDFLx1_ASAP7_75t_L,LVT,120.793,2.6554,0.7135,0.0424,0.378,,,,,,,,,,,,,,,,,,
SDFL,8,SDFLx2_ASAP7_75t_SL,SLVT,78.32,19.1619,0.2714,0.5509,0.4111,,,,,,,,,,,,,,,,,,
SDFL,9,SDFLx3_ASAP7_75t_SL,SLVT,74.305,22.2827,0.2296,0.647,0.4383,,,,,,,,,,,,,,,,,,
SDFL,10,SDFLx1_ASAP7_75t_SL,SLVT,103.521,16.2459,0.5337,0.461,0.4974,,,,,,,,,,,,,,,,,,
SDFL,11,SDFLx4_ASAP7_75t_SL,SLVT,52.249,33.7436,0,1,0.5,,,,,,,,,,,,,,,,,,
SDFL,12,SDFLx1_ASAP7_75t_R,RVT,148.317,1.2781,1,0,0.5,,,,,,,,,,,,,,,,,,
AND2,1,AND2x4_ASAP7_75t_L,LVT,35.53,3.6641,0.161,0.11,0.1355,,,,,,,,,,,,,,,,,,
AND2,2,AND2x6_ASAP7_75t_L,LVT,33.965,5.0221,0.1203,0.1707,0.1455,,,,,,,,,,,,,,,,,,
AND2,3,AND2x6_ASAP7_75t_R,RVT,41.22,3.1256,0.3091,0.086,0.1975,,,,,,,,,,,,,,,,,,
AND2,4,AND2x4_ASAP7_75t_R,RVT,44.139,2.2409,0.3851,0.0464,0.2158,,,,,,,,,,,,,,,,,,
AND2,5,AND2x2_ASAP7_75t_L,LVT,54.873,1.9019,0.6645,0.0313,0.3479,,,,,,,,,,,,,,,,,,
AND2,6,AND2x4_ASAP7_75t_SL,SLVT,30.861,17.3816,0.0395,0.723,0.3813,,,,,,,,,,,,,,,,,,
AND2,7,AND2x2_ASAP7_75t_SL,SLVT,46.881,8.7468,0.4565,0.3371,0.3968,,,,,,,,,,,,,,,,,,
AND2,8,AND2x6_ASAP7_75t_SL,SLVT,29.343,23.5805,0,1,0.5,,,,,,,,,,,,,,,,,,
AND2,9,AND2x2_ASAP7_75t_R,RVT,67.766,1.2018,1,0,0.5,,,,,,,,,,,,,,,,,,
AND3,1,AND3x4_ASAP7_75t_L,LVT,43.095,5.0386,0.0803,0.2211,0.1507,,,,,,,,,,,,,,,,,,
AND3,2,AND3x4_ASAP7_75t_R,RVT,53.273,3.6792,0.208,0.1399,0.174,,,,,,,,,,,,,,,,,,
AND3,3,AND3x2_ASAP7_75t_L,LVT,63.426,2.6985,0.3354,0.0813,0.2084,,,,,,,,,,,,,,,,,,
AND3,4,AND3x2_ASAP7_75t_R,RVT,77.883,1.975,0.5168,0.0381,0.2775,,,,,,,,,,,,,,,,,,
AND3,5,AND3x2_ASAP7_75t_SL,SLVT,54.769,9.6016,0.2268,0.4938,0.3603,,,,,,,,,,,,,,,,,,
AND3,6,AND3x1_ASAP7_75t_L,LVT,95.654,1.828,0.7398,0.0293,0.3846,,,,,,,,,,,,,,,,,,
AND3,7,AND3x1_ASAP7_75t_SL,SLVT,83.137,6.3867,0.5827,0.3017,0.4422,,,,,,,,,,,,,,,,,,
AND3,8,AND3x4_ASAP7_75t_SL,SLVT,36.696,18.075,0,1,0.5,,,,,,,,,,,,,,,,,,
AND3,9,AND3x1_ASAP7_75t_R,RVT,116.391,1.3374,1,0,0.5,,,,,,,,,,,,,,,,,,
AND4,1,AND4x2_ASAP7_75t_L,LVT,69.349,3.4048,0.1546,0.1905,0.1726,,,,,,,,,,,,,,,,,,
AND4,2,AND4x2_ASAP7_75t_R,RVT,85.514,2.6898,0.413,0.1019,0.2575,,,,,,,,,,,,,,,,,,
AND4,3,AND4x1_ASAP7_75t_L,LVT,100.202,2.324,0.6478,0.0565,0.3522,,,,,,,,,,,,,,,,,,
AND4,4,AND4x2_ASAP7_75t_SL,SLVT,59.679,9.9341,0,1,0.5,,,,,,,,,,,,,,,,,,
AND4,5,AND4x1_ASAP7_75t_R,RVT,122.23,1.8679,1,0,0.5,,,,,,,,,,,,,,,,,,
AND4,6,AND4x1_ASAP7_75t_SL,SLVT,87.092,6.4599,0.4383,0.5693,0.5038,,,,,,,,,,,,,,,,,,
AND5,1,AND5x2_ASAP7_75t_L,LVT,65.808,5.6082,0.1333,0.2963,0.2148,,,,,,,,,,,,,,,,,,
AND5,2,AND5x2_ASAP7_75t_R,RVT,81.312,4.7198,0.3504,0.213,0.2817,,,,,,,,,,,,,,,,,,
AND5,3,AND5x1_ASAP7_75t_L,LVT,104.385,2.9154,0.6734,0.044,0.3587,,,,,,,,,,,,,,,,,,
AND5,4,AND5x1_ASAP7_75t_SL,SLVT,90.223,6.9975,0.4752,0.4265,0.4508,,,,,,,,,,,,,,,,,,
AND5,5,AND5x2_ASAP7_75t_SL,SLVT,56.285,13.1179,0,1,0.5,,,,,,,,,,,,,,,,,,
AND5,6,AND5x1_ASAP7_75t_R,RVT,127.709,2.4463,1,0,0.5,,,,,,,,,,,,,,,,,,
MAJ,1,MAJx3_ASAP7_75t_L,LVT,51.158,6.7975,0.2553,0.1895,0.2224,,,,,,,,,,,,,,,,,,
MAJ,2,MAJx2_ASAP7_75t_L,LVT,58.958,5.0676,0.5355,0.0694,0.3024,,,,,,,,,,,,,,,,,,
MAJ,3,MAJx3_ASAP7_75t_R,RVT,62.778,5.4826,0.6727,0.0982,0.3854,,,,,,,,,,,,,,,,,,
MAJ,4,MAJx2_ASAP7_75t_SL,SLVT,50.855,14.1941,0.2445,0.7034,0.4739,,,,,,,,,,,,,,,,,,
MAJ,5,MAJx3_ASAP7_75t_SL,SLVT,44.049,18.4644,0,1,0.5,,,,,,,,,,,,,,,,,,
MAJ,6,MAJx2_ASAP7_75t_R,RVT,71.891,4.0691,1,0,0.5,,,,,,,,,,,,,,,,,,
NAND2,1,NAND2x2_ASAP7_75t_R,RVT,58.993,0.9996,0.066,0.0875,0.0767,,,,,,,,,,,,,,,,,,
NAND2,2,NAND2x1p5_ASAP7_75t_R,RVT,67.27,0.7361,0.1003,0.0597,0.08,,,,,,,,,,,,,,,,,,
NAND2,3,NAND2x1p5_ASAP7_75t_L,LVT,56.026,1.3549,0.0537,0.1251,0.0894,,,,,,,,,,,,,,,,,,
NAND2,4,NAND2x2_ASAP7_75t_L,LVT,49.139,1.8001,0.0251,0.1721,0.0986,,,,,,,,,,,,,,,,,,
NAND2,5,NAND2x1_ASAP7_75t_L,LVT,86.934,0.9074,0.1818,0.0778,0.1298,,,,,,,,,,,,,,,,,,
NAND2,6,NAND2x1_ASAP7_75t_R,RVT,104.254,0.5096,0.2535,0.0357,0.1446,,,,,,,,,,,,,,,,,,
NAND2,7,NAND2xp5_ASAP7_75t_L,LVT,122.783,0.4718,0.3303,0.0317,0.181,,,,,,,,,,,,,,,,,,
NAND2,8,NAND2xp67_ASAP7_75t_L,LVT,125.038,0.6283,0.3396,0.0483,0.194,,,,,,,,,,,,,,,,,,
NAND2,9,NAND2xp5_ASAP7_75t_R,RVT,147.577,0.2575,0.433,0.0091,0.2211,,,,,,,,,,,,,,,,,,
NAND2,10,NAND2xp67_ASAP7_75t_R,RVT,150.31,0.3668,0.4444,0.0206,0.2325,,,,,,,,,,,,,,,,,,
NAND2,11,NAND2xp5_ASAP7_75t_SL,SLVT,107.536,2.6104,0.2671,0.2577,0.2624,,,,,,,,,,,,,,,,,,
NAND2,12,NAND2xp67_ASAP7_75t_SL,SLVT,109.618,3.2325,0.2757,0.3235,0.2996,,,,,,,,,,,,,,,,,,
NAND2,13,NAND2x1_ASAP7_75t_SL,SLVT,76.09,4.8077,0.1368,0.49,0.3134,,,,,,,,,,,,,,,,,,
NAND2,14,NAND2x1p5_ASAP7_75t_SL,SLVT,49.042,7.3893,0.0247,0.7628,0.3938,,,,,,,,,,,,,,,,,,
NAND2,15,NAND2xp33_ASAP7_75t_L,LVT,236.657,0.3042,0.8021,0.014,0.4081,,,,,,,,,,,,,,,,,,
NAND2,16,NAND2xp33_ASAP7_75t_SL,SLVT,207.712,1.6005,0.6822,0.151,0.4166,,,,,,,,,,,,,,,,,,
NAND2,17,NAND2x2_ASAP7_75t_SL,SLVT,43.071,9.6339,0,1,0.5,,,,,,,,,,,,,,,,,,
NAND2,18,NAND2xp33_ASAP7_75t_R,RVT,284.41,0.1716,1,0,0.5,,,,,,,,,,,,,,,,,,
NAND3,1,NAND3x2_ASAP7_75t_R,RVT,59.476,2.3826,0.1022,0.1543,0.1282,,,,,,,,,,,,,,,,,,
NAND3,2,NAND3x2_ASAP7_75t_L,LVT,49.846,3.3936,0.04,0.2367,0.1383,,,,,,,,,,,,,,,,,,
NAND3,3,NAND3x1_ASAP7_75t_L,LVT,86.874,1.6862,0.2793,0.0975,0.1884,,,,,,,,,,,,,,,,,,
NAND3,4,NAND3x1_ASAP7_75t_R,RVT,104.261,1.1765,0.3916,0.0559,0.2238,,,,,,,,,,,,,,,,,,
NAND3,5,NAND3x1_ASAP7_75t_SL,SLVT,76.158,6.3366,0.21,0.4766,0.3433,,,,,,,,,,,,,,,,,,
NAND3,6,NAND3xp33_ASAP7_75t_L,LVT,157.808,0.6847,0.7376,0.0159,0.3767,,,,,,,,,,,,,,,,,,
NAND3,7,NAND3xp33_ASAP7_75t_SL,SLVT,135.093,2.5265,0.5909,0.166,0.3784,,,,,,,,,,,,,,,,,,
NAND3,8,NAND3x2_ASAP7_75t_SL,SLVT,43.66,12.7582,0,1,0.5,,,,,,,,,,,,,,,,,,
NAND3,9,NAND3xp33_ASAP7_75t_R,RVT,198.408,0.4901,1,0,0.5,,,,,,,,,,,,,,,,,,
NAND4,1,NAND4xp75_ASAP7_75t_L,LVT,75.973,2.8205,0.058,0.3104,0.1842,,,,,,,,,,,,,,,,,,
NAND4,2,NAND4xp75_ASAP7_75t_R,RVT,96.067,2.2789,0.1622,0.2266,0.1944,,,,,,,,,,,,,,,,,,
NAND4,3,NAND4xp25_ASAP7_75t_L,LVT,202.867,0.9872,0.716,0.0269,0.3715,,,,,,,,,,,,,,,,,,
NAND4,4,NAND4xp25_ASAP7_75t_SL,SLVT,172.439,2.4691,0.5583,0.2561,0.4072,,,,,,,,,,,,,,,,,,
NAND4,5,NAND4xp75_ASAP7_75t_SL,SLVT,64.782,7.2793,0,1,0.5,,,,,,,,,,,,,,,,,,
NAND4,6,NAND4xp25_ASAP7_75t_R,RVT,257.626,0.8135,1,0,0.5,,,,,,,,,,,,,,,,,,
NOR2,1,NOR2x2_ASAP7_75t_R,RVT,56.168,0.9977,0.079,0.0898,0.0844,,,,,,,,,,,,,,,,,,
NOR2,2,NOR2x2_ASAP7_75t_L,LVT,44.723,1.7682,0.0313,0.1736,0.1024,,,,,,,,,,,,,,,,,,
NOR2,3,NOR2x1p5_ASAP7_75t_R,RVT,71.691,0.7407,0.1437,0.0619,0.1028,,,,,,,,,,,,,,,,,,
NOR2,4,NOR2x1p5_ASAP7_75t_L,LVT,57.09,1.3343,0.0828,0.1264,0.1046,,,,,,,,,,,,,,,,,,
NOR2,5,NOR2x1_ASAP7_75t_L,LVT,80.348,0.8934,0.1797,0.0785,0.1291,,,,,,,,,,,,,,,,,,
NOR2,6,NOR2x1_ASAP7_75t_R,RVT,100.93,0.5111,0.2655,0.0369,0.1512,,,,,,,,,,,,,,,,,,
NOR2,7,NOR2xp67_ASAP7_75t_L,LVT,116.224,0.6207,0.3292,0.0488,0.189,,,,,,,,,,,,,,,,,,
NOR2,8,NOR2xp67_ASAP7_75t_R,RVT,145.967,0.3687,0.4531,0.0214,0.2373,,,,,,,,,,,,,,,,,,
NOR2,9,NOR2xp67_ASAP7_75t_SL,SLVT,97.434,3.1431,0.2509,0.323,0.287,,,,,,,,,,,,,,,,,,
NOR2,10,NOR2x1_ASAP7_75t_SL,SLVT,67.182,4.6755,0.1249,0.4896,0.3072,,,,,,,,,,,,,,,,,,
NOR2,11,NOR2xp33_ASAP7_75t_SL,SLVT,185.71,1.5565,0.6187,0.1506,0.3846,,,,,,,,,,,,,,,,,,
NOR2,12,NOR2xp33_ASAP7_75t_L,LVT,220.911,0.299,0.7654,0.0139,0.3896,,,,,,,,,,,,,,,,,,
NOR2,13,NOR2x1p5_ASAP7_75t_SL,SLVT,47.661,7.2253,0.0436,0.7668,0.4052,,,,,,,,,,,,,,,,,,
NOR2,14,NOR2x2_ASAP7_75t_SL,SLVT,37.206,9.3708,0,1,0.5,,,,,,,,,,,,,,,,,,
NOR2,15,NOR2xp33_ASAP7_75t_R,RVT,277.228,0.1716,1,0,0.5,,,,,,,,,,,,,,,,,,
NOR3,1,NOR3x2_ASAP7_75t_R,RVT,56.993,2.4027,0.0781,0.1645,0.1213,,,,,,,,,,,,,,,,,,
NOR3,2,NOR3x2_ASAP7_75t_L,LVT,45.621,3.347,0.0309,0.2456,0.1382,,,,,,,,,,,,,,,,,,
NOR3,3,NOR3x1_ASAP7_75t_L,LVT,80.673,1.661,0.1764,0.1008,0.1386,,,,,,,,,,,,,,,,,,
NOR3,4,NOR3x1_ASAP7_75t_R,RVT,101.599,1.1939,0.2633,0.0607,0.162,,,,,,,,,,,,,,,,,,
